Parcel ID,Location,Total Value,Lot size,Sale date,Bed/Bath,Price,lats/long,distance,d_0_4,d_4_8,d_8_12,d_12_16,Fukushima,Fdis1,Fdis2,Fdis3
112-000-003-013,51  JUSTINE RD,"$292,000 ",20434,6/30/15,3,245500,"(41.84083785, -70.60048248)",7.149933756,0,1,0,0,1,1,0,0
036-000-013E-000Z,8  KARLE PL,"$297,200 ",13068,5/29/15,4,269500,"(41.939823600000004, -70.63402677)",2.961572585,1,0,0,0,1,0,0,0
073-000-007-041,43  KATHLEEN DR,"$371,800 ",24790,4/23/15,6,391900,"(41.89444405, -70.54928475)",3.630590328,1,0,0,0,1,0,0,0
073-000-007-189,68R  KATHLEEN DR,"$620,800 ",89259,8/19/15,8,507000,"(41.89259865, -70.55010922)",3.73242894,1,0,0,0,1,0,0,0
052-000-032-062,3  KAYLA CIR,"$389,800 ",62252,10/20/15,5,347500,"(41.85126004, -70.5439527)",6.546200354,0,1,0,0,1,1,0,0
130-002-000C-102,8  KELLEY ST,"$228,100 ",6534,10/13/15,4,200000,"(41.7649102, -70.63194229999999)",12.61051205,0,0,0,1,1,0,0,1
048-000-043C-051,14  KENNEDY PKWY,"$225,900 ",16553,10/28/15,4,222000,"(41.91025535, -70.56005719)",2.410793411,1,0,0,0,1,0,0,0
048-000-043C-028,7  KENNEDY PKWY,"$253,400 ",16553,3/11/15,5,204225,"(41.90886758, -70.56076942)",2.488186618,1,0,0,0,1,0,0,0
026-000-009-007,5  KENWOOD DR,"$358,900 ",20003,4/29/15,5,376500,"(41.938755900000004, -70.63696244)",3.118391752,1,0,0,0,1,0,0,0
026-000-009-009,9  KENWOOD DR,"$339,400 ",20003,6/19/15,5,274000,"(41.93812775, -70.63743587)",3.146941936,1,0,0,0,1,0,0,0
077C-000-010-447,4  KETTLE VIEW,"$1,129,600 ",22612,7/31/15,5,1000000,"(41.88744755, -70.60393244)",4.076486748,0,1,0,0,1,1,0,0
053-000-020-025,22  KING PHILIP RD,"$323,600 ",9583,10/14/15,4,300000,"(41.83379855, -70.54061485)",7.756341338,0,1,0,0,1,1,0,0
099-000-003A-006,23  KINGS POND PLAIN RD,"$269,500 ",33502,11/30/15,4,258500,"(41.90581255, -70.7094075)",7.303257826,0,1,0,0,1,1,0,0
123-001P-722B-000,26  KIRK CIR,"$296,900 ",25661,10/28/15,5,267000,"(41.799183299999996, -70.59591788)",9.96819623,0,0,1,0,1,0,1,0
106-000-002-298,37  KNOLL RD,"$326,200 ",19998,2/27/15,5,330000,"(41.930163, -70.71851099999999)",7.360514539,0,1,0,0,1,1,0,0
104-000-017A-037A,15  KRISTIN RD,"$313,200 ",21305,11/20/15,5,327500,"(41.94391063, -70.72740563)",7.765671221,0,1,0,0,1,1,0,0
104-000-017A-090,38  KRISTIN RD,"$357,200 ",25661,9/1/15,5,350000,"(41.940582299999996, -70.73039395)",7.921157303,0,1,0,0,1,1,0,0
130-002-000D-180,157  LAKE DR,"$267,900 ",8276,8/31/15,4,233500,"(41.7742078, -70.62483807)",11.90443931,0,0,1,0,1,0,1,0
130-002-000D-200,165  LAKE DR,"$250,000 ",14309,7/24/15,4,159500,"(41.775005, -70.62442949)",11.8462335,0,0,1,0,1,0,1,0
130-002-000D-146,166  LAKE DR,"$194,400 ",10019,4/8/15,3,185900,"(41.77515975, -70.62484165)",11.84022907,0,0,1,0,1,0,1,0
130-002-000B-168,62  LAKE DR,"$163,000 ",7405,3/20/15,3,125000,"(41.7696149, -70.62827278)",12.251905,0,0,0,1,1,0,0,1
062-000-004-069,40  LAKE RD,"$224,200 ",10102,11/16/15,4,181000,"(41.849211700000005, -70.54965731)",6.614690161,0,1,0,0,1,1,0,0
124-000-001-208,105  LAKE VIEW BLVD,"$223,600 ",10019,12/4/15,4,171000,"(41.802247200000004, -70.61250806)",9.881493429,0,0,1,0,1,0,1,0
124-000-001-039,112  LAKE VIEW BLVD,"$290,400 ",9300,7/27/15,5,200000,"(41.8026205, -70.61199412)",9.851250422,0,0,1,0,1,0,1,0
124-000-001-033,128  LAKE VIEW BLVD,"$268,300 ",7362,2/6/15,3,75000,"(41.802507, -70.612571)",9.864487633,0,0,1,0,1,0,1,0
124-000-001-030Z,136  LAKE VIEW BLVD,"$402,000 ",18295,10/30/15,4,145000,"(41.802703799999996, -70.61012866)",9.828261573,0,0,1,0,1,0,1,0
124-000-001-111,48  LAKE VIEW BLVD,"$271,300 ",8398,9/1/15,4,245000,"(41.8049658, -70.61521529999999)",9.724796606,0,0,1,0,1,0,1,0
124-000-001-102,68  LAKE VIEW BLVD,"$308,500 ",9601,7/1/15,7,280000,"(41.80338225, -70.61539983)",9.833739126,0,0,1,0,1,0,1,0
059A-004-001A-000,8  LAKEVIEW AV,"$371,900 ",35680,6/26/15,5,355000,"(41.81279765, -70.57335894)",8.980831827,0,0,1,0,1,0,1,0
056-000-032-044,3  LAKEWOOD DR,"$313,300 ",16117,9/24/15,5,271000,"(41.812058799999996, -70.55865843)",9.077992783,0,0,1,0,1,0,1,0
047-000-017-019,24  LANGFORD RD,"$356,400 ",13504,7/31/15,6,302300,"(41.93369755, -70.62176127)",2.407335638,1,0,0,0,1,0,0,0
106-001-016-027,35  LANTERN LN,"$323,800 ",12018,12/10/15,5,310000,"(41.930699100000005, -70.72765906)",7.824661721,0,1,0,0,1,1,0,0
106-003-016-005,53  LANTERN LN,"$298,400 ",19998,4/30/15,4,295000,"(41.92917165, -70.72823143)",7.866079861,0,1,0,0,1,1,0,0
107-000-026A-033,7  LASCALA AV,"$285,100 ",19998,12/1/15,5,270000,"(41.935052899999995, -70.73258115)",8.05082791,0,0,1,0,1,0,1,0
106-000-022-005A,16  LAWRENCE RD,"$313,400 ",24790,6/22/15,5,314750,"(41.9205636, -70.7240623)",7.749355071,0,1,0,0,1,1,0,0
027-000-146-000,32  LELAND WAY,"$524,200 ",48312,12/23/15,5,498000,"(41.9452463, -70.65763994)",4.173664392,0,1,0,0,1,1,0,0
027-000-142-000,39  LELAND WAY,"$364,800 ",63994,1/9/15,5,310000,"(41.94572615, -70.65858445)",4.223679102,0,1,0,0,1,1,0,0
108-000-006-076,11  LISA AV,"$313,000 ",22612,6/3/15,5,294000,"(41.9295664, -70.73769668)",8.347431079,0,0,1,0,1,0,1,0
056-000-072-031,143  LITTLE SANDY POND RD,"$196,500 ",21305,6/30/15,4,185000,"(41.8104414, -70.57263645)",9.144198468,0,0,1,0,1,0,1,0
059-000-038-001,190  LITTLE SANDY POND RD,"$391,600 ",184655,3/12/15,5,346000,"(41.8075608, -70.5743329)",9.341399834,0,0,1,0,1,0,1,0
059-000-029-045,221  LITTLE SANDY POND RD,"$374,000 ",76626,10/1/15,5,359900,"(41.811769, -70.570646)",9.055556582,0,0,1,0,1,0,1,0
059-000-039-005,250  LITTLE SANDY POND RD,"$475,300 ",122800,2/26/15,6,454350,"(41.806988200000006, -70.58011057)",9.381769633,0,0,1,0,1,0,1,0
058-000-025-003,375  LITTLE SANDY POND RD,"$351,300 ",34983,4/29/15,5,331746,"(41.80223515, -70.58851498)",9.727265172,0,0,1,0,1,0,1,0
058-000-032-011,420  LITTLE SANDY POND RD,"$488,500 ",67914,2/2/15,6,445000,"(41.799602, -70.58989937)",9.913291993,0,0,1,0,1,0,1,0
059-000-027-008Z,37  LIVINGSTON DR,"$417,600 ",27839,8/14/15,5,379900,"(41.810032, -70.5807307)",9.172407445,0,0,1,0,1,0,1,0
106-000-002-347,10  LOMBARD ST,"$294,000 ",20434,11/30/15,4,300000,"(41.932135200000005, -70.71913655)",7.377460387,0,1,0,0,1,1,0,0
106-000-002-353,22  LOMBARD ST,"$310,600 ",20434,8/31/15,5,320000,"(41.93404745, -70.71977265)",7.397896898,0,1,0,0,1,1,0,0
059-000-017C-020,1073  LONG POND RD,"$311,900 ",43956,4/30/15,5,275000,"(41.81658255, -70.56590036)",8.735738477,0,0,1,0,1,0,1,0
084-000-019A-008,276  LONG POND RD,"$336,700 ",43085,10/2/15,5,315500,"(41.90349705, -70.63588731)",4.086831118,0,1,0,0,1,1,0,0
085-000-006-000,285  LONG POND RD,"$251,100 ",229958,10/1/15,3,87000,"(41.9013389, -70.63889886)",4.301861665,0,1,0,0,1,1,0,0
085-000-007-000,287  LONG POND RD,"$241,900 ",118444,10/1/15,1,130000,"(41.90107075, -70.63868154)",4.305911228,0,1,0,0,1,1,0,0
084-000-019C-025,290  LONG POND RD,"$330,800 ",73577,4/17/15,4,295000,"(41.90206055, -70.63494583)",4.117975681,0,1,0,0,1,1,0,0
084-000-019C-026,292  LONG POND RD,"$318,200 ",83596,6/26/15,4,307000,"(41.90179325, -70.6346855)",4.120886874,0,1,0,0,1,1,0,0
085-000-015A-004,311  LONG POND RD,"$288,800 ",20870,9/30/15,4,289900,"(41.89962769, -70.63425309)",4.209473004,0,1,0,0,1,1,0,0
085-000-015A-006,313  LONG POND RD,"$283,300 ",20434,3/17/15,4,270000,"(41.89953986, -70.63427284)",4.214493989,0,1,0,0,1,1,0,0
067-000-002-082,505  LONG POND RD,"$329,100 ",31760,5/29/15,6,290000,"(41.87913655, -70.6182409)",4.89415371,0,1,0,0,1,1,0,0
060-000-040-000,977  LONG POND RD,"$363,300 ",47877,5/19/15,5,359000,"(41.82722415, -70.5731642)",7.985607527,0,1,0,0,1,1,0,0
123-001P-638-000,172  LUNN`S WAY,"$342,100 ",32631,7/30/15,4,330000,"(41.8347154, -70.5791678)",7.467595878,0,1,0,0,1,1,0,0
123-001P-794-000,278  LUNN`S WAY,"$433,800 ",25226,6/30/15,6,385000,"(41.808036, -70.589689)",9.331887966,0,0,1,0,1,0,1,0
124-000-009-122,29  LUNN`S WAY,"$400,000 ",37422,8/28/15,5,375000,"(41.79937095, -70.60519325)",10.01427879,0,0,1,0,1,0,1,0
123-001P-838-000,353  LUNN`S WAY,"$301,700 ",26532,8/24/15,5,234500,"(41.8119597, -70.59171314)",9.07012682,0,0,1,0,1,0,1,0
122-010P-1098-000,478  LUNN`S WAY,"$305,000 ",26097,10/28/15,4,294000,"(41.8198292, -70.59189396)",8.529965716,0,0,1,0,1,0,1,0
113-000-017-001,586  LUNN`S WAY,"$438,000 ",75320,9/25/15,8,395000,"(41.8347154, -70.5791678)",7.467595878,0,1,0,0,1,1,0,0
113-000-017-005,624  LUNN`S WAY,"$477,600 ",64865,6/5/15,6,430000,"(41.82870715, -70.5875476)",7.901005987,0,1,0,0,1,1,0,0
056-000-029C-004,6  LUZETTAS WAY,"$384,400 ",84467,9/4/15,6,400000,"(41.8109184, -70.55844640000001)",9.157405781,0,0,1,0,1,0,1,0
048-049-390-000,36  MANOMET AV,"$576,500 ",43521,6/30/15,6,670000,"(41.90462185, -70.54617459999999)",3.074856647,1,0,0,0,1,0,0,0
046-000H-015A-000,17  MANOMET POINT RD,"$290,000 ",23483,7/31/15,3,285000,"(41.91633285, -70.55397696)",2.17565761,1,0,0,0,1,0,0,0
046-000A-039-000Z,286  MANOMET POINT RD,"$933,800 ",17851,4/28/15,6,600000,"(41.9245213, -70.54029257)",2.264776351,1,0,0,0,1,0,0,0
078D-000-016-591,7  MAPLEWOOD,"$421,700 ",6024,6/30/15,4,445000,"(41.87985069, -70.583861)",4.367084944,0,1,0,0,1,1,0,0
096-000-062-144,8  MARION ST,"$239,800 ",9361,6/22/15,3,199900,"(41.90992417, -70.70359236)",6.9247565,0,1,0,0,1,1,0,0
067-000-001-048,97  MARTINGALE LN,"$367,900 ",60074,7/31/15,5,415000,"(41.8770373, -70.62586793)",5.204595139,0,1,0,0,1,1,0,0
087-000-009-000,184  MAY HILL RD,"$193,800 ",30488,10/2/15,2,170000,"(41.8974146, -70.67440791)",5.93465736,0,1,0,0,1,1,0,0
096-000-020-084Z,12  MCCLELLAN DR,"$349,600 ",43085,6/30/15,7,352500,"(41.9165992, -70.69852436)",6.535674194,0,1,0,0,1,1,0,0
012-000-013-027Z,9  MCKINLEY RD,"$322,300 ",7501,6/19/15,4,319000,"(41.96359525, -70.67276605)",5.151186099,0,1,0,0,1,1,0,0
054-000-010-040,1  MENOTOMY RD,"$446,600 ",19998,2/4/15,6,457000,"(41.8131836, -70.54196615)",9.130040386,0,0,1,0,1,0,1,0
130-002-000C-028,8  MILFORD ST,"$230,600 ",6534,1/2/15,5,241400,"(41.76744355, -70.63188315)",12.43954909,0,0,0,1,1,0,0,1
105-000-004-017,17  MILLER DR,"$417,200 ",37422,7/31/15,6,450000,"(41.94106425, -70.70606172)",6.666929987,0,1,0,0,1,1,0,0
078D-000-016-110,15  MILLER`S JOIST,"$411,900 ",7031,12/11/15,4,398000,"(41.8879401, -70.58041867)",3.797992675,1,0,0,0,1,0,0,0
078D-000-016-107,16  MILLER`S JOIST,"$408,200 ",7026,11/30/15,4,437000,"(41.88802175, -70.58090767)",3.793722383,1,0,0,0,1,0,0,0
078D-000-016-040,19  MINT SPRIG,"$545,100 ",8590,6/18/15,6,540000,"(41.88641235, -70.58392589)",3.916346317,1,0,0,0,1,0,0,0
106-000-001-274,55  MONTGOMERY DR,"$317,300 ",20434,11/12/15,5,178852,"(41.92946005, -70.71523565)",7.199094004,0,1,0,0,1,1,0,0
073-000-015-011,22  MONUMENT PONDS PATH,"$402,800 ",18090,7/27/15,6,138000,"(41.89030545, -70.54803570000001)",3.919118177,1,0,0,0,1,0,0,0
077D-000-010-496,6  MORNING STROLL,"$791,900 ",5062,3/19/15,6,823414,"(41.880373600000006, -70.60222488)",4.511525954,0,1,0,0,1,1,0,0
123-000M-053Z-000,31  MORTON RD,"$279,500 ",25661,4/15/15,3,259000,"(41.815527, -70.59883338)",8.864626881,0,0,1,0,1,0,1,0
060-000-003-014,79  MOUNTAIN HILL RD,"$343,000 ",63123,12/21/15,5,332500,"(41.83522175, -70.5708406)",7.437705906,0,1,0,0,1,1,0,0
014-000-042A-000,6  MURRAY ST,"$465,800 ",4848,10/1/15,6,485000,"(41.9620949, -70.67196056)",5.083419986,0,1,0,0,1,1,0,0
106-003-016-020,32  MUSKET RD,"$305,800 ",28710,5/28/15,5,315000,"(41.92922575, -70.7245554)",7.677594653,0,1,0,0,1,1,0,0
106-003-016-019,36  MUSKET RD,"$299,200 ",47006,12/11/15,4,275000,"(41.928884499999995, -70.72453171)",7.679334366,0,1,0,0,1,1,0,0
106-003-016-012,64  MUSKET RD,"$322,500 ",19998,3/17/15,4,325000,"(41.92873698, -70.72538556)",7.724277661,0,1,0,0,1,1,0,0
106-003-016-010,74  MUSKET RD,"$339,500 ",20870,10/7/15,4,350000,"(41.928174, -70.72796285)",7.861005811,0,1,0,0,1,1,0,0
008-000-003-023,4  MUSTER FIELD,"$380,800 ",18069,12/18/15,3,120000,"(41.970374799999995, -70.67901335)",5.601497773,0,1,0,0,1,1,0,0
112-000-003-114,15  NANCY DR,"$325,200 ",19998,5/28/15,6,275000,"(41.84113835, -70.59778452)",7.106891097,0,1,0,0,1,1,0,0
122-010P-1197-000,119  NATHAN LN,"$271,500 ",25226,7/24/15,5,265000,"(41.815575700000004, -70.58945009)",8.812022904,0,0,1,0,1,0,1,0
123-001P-780-000,15  NATHAN LN,"$277,700 ",27404,5/15/15,5,271000,"(41.8092581, -70.5913239)",9.254255117,0,0,1,0,1,0,1,0
123-001P-1139-000,80  NATHAN LN,"$326,600 ",35680,6/5/15,7,319000,"(41.81281345, -70.58898388)",9.000416864,0,0,1,0,1,0,1,0
050-000-037-107,17  NAUTICAL WAY,"$483,400 ",61690,12/11/15,6,494150,"(41.8705673, -70.54364561)",5.275016138,0,1,0,0,1,1,0,0
050-000-037-105,25  NAUTICAL WAY,"$485,300 ",63680,9/22/15,5,441595,"(41.8694985, -70.54343692)",5.34832311,0,1,0,0,1,1,0,0
050-000-037-072,38  NAUTICAL WAY,"$499,400 ",62857,6/10/15,6,443000,"(41.867490600000004, -70.54314067)",5.484571396,0,1,0,0,1,1,0,0
048-052-014-000,10  NED`S WAY,"$240,000 ",7405,7/20/15,6,220100,"(41.9013779, -70.54451209)",3.311334109,1,0,0,0,1,0,0,0
121-000-006-068,28  NICHOLAS AV,"$268,300 ",12781,11/13/15,4,224900,"(41.8239881, -70.60125018)",8.30396277,0,0,1,0,1,0,1,0
130-002-000D-061,56  NICKERSON ST,"$193,700 ",6534,3/4/15,3,203000,"(41.77424075, -70.6262615)",11.91775694,0,0,1,0,1,0,1,0
054-000-010-085,1  NONANTUM RD,"$490,400 ",27839,4/30/15,6,485000,"(41.81491485, -70.54250359)",9.00743681,0,0,1,0,1,0,1,0
054-000-010B-012,70  NONANTUM RD,"$377,700 ",41778,10/30/15,4,363900,"(41.81354815, -70.54884071)",9.042289323,0,0,1,0,1,0,1,0
027-000-055-298,48  NOOK RD,"$452,500 ",26532,12/22/15,6,366500,"(41.943144399999994, -70.65536179)",4.05323916,0,1,0,0,1,1,0,0
112-000-002-068,2  OAKEN BUCKET LN,"$289,500 ",20434,7/15/15,5,295000,"(41.83958725, -70.60598072)",7.288404905,0,1,0,0,1,1,0,0
066-000-003-005,11  OAR + LINE RD,"$685,400 ",30453,9/30/15,5,540000,"(41.86741206, -70.60937337)",5.475490718,0,1,0,0,1,1,0,0
066-000-003-006,13  OAR + LINE RD,"$590,600 ",27839,8/31/15,6,535000,"(41.8702252, -70.61058294)",5.311263532,0,1,0,0,1,1,0,0
048-049-023-000Z,41  OLD BEACH RD,"$314,800 ",48748,7/28/15,6,313000,"(41.90204905, -70.54660301)",3.218007685,1,0,0,0,1,0,0,0
046-000H-181-005,11  OLD COLONY DR,"$297,000 ",11326,12/1/15,5,250000,"(41.91670403, -70.55364319)",2.163510051,1,0,0,0,1,0,0,0
002-000-002-009,5  OLD MILL LN,"$289,600 ",24790,5/5/15,4,280000,"(41.97446265, -70.69894018)",6.663262117,0,1,0,0,1,1,0,0
051-000-011-002,1284  OLD SANDWICH RD,"$273,200 ",20870,6/24/15,6,220000,"(41.856731200000006, -70.5564078)",6.038410891,0,1,0,0,1,1,0,0
062-000-001-021,1331  OLD SANDWICH RD,"$441,100 ",140660,9/29/15,5,150000,"(41.85404805, -70.55335341)",6.249294769,0,1,0,0,1,1,0,0
052-000-032-091,1432  OLD SANDWICH RD,"$245,200 ",30191,8/19/15,6,200000,"(41.8458506, -70.54312067)",6.918205986,0,1,0,0,1,1,0,0
052-000-032-089,1438  OLD SANDWICH RD,"$344,800 ",30104,8/19/15,6,200000,"(41.850327, -70.54602835)",6.581905034,0,1,0,0,1,1,0,0
061-000-006B-010,1461  OLD SANDWICH RD,"$261,900 ",20434,6/12/15,4,260000,"(41.84591776, -70.54359049)",6.907690458,0,1,0,0,1,1,0,0
065-000-001-003A,871  OLD SANDWICH RD,"$348,600 ",60074,12/21/15,4,334900,"(41.87522515, -70.58081665)",4.675510154,0,1,0,0,1,1,0,0
050-000-033G-005,27  OLD SCHOOLHOUSE RD,"$211,900 ",29582,3/20/15,3,195000,"(41.87198645, -70.53966294)",5.253512643,0,1,0,0,1,1,0,0
089-000-015-016,25  ORCHARD HILL DR,"$582,100 ",59202,6/26/15,6,544000,"(41.93150405, -70.66929012)",4.835713292,0,1,0,0,1,1,0,0
046-000A-000R-000,4  OSPREY LN,"$461,300 ",5615,7/28/15,4,520000,"(41.92594405, -70.54230864)",2.123817663,1,0,0,0,1,0,0,0
077E-000-015-120,24  OUIMET LN,"$483,000 ",40036,12/15/15,7,475000,"(41.87679425, -70.58793729)",4.599031042,0,1,0,0,1,1,0,0
077E-000-015-122,29  OUIMET LN,"$459,600 ",40472,2/24/15,5,469000,"(41.87652235, -70.58858072)",4.621926631,0,1,0,0,1,1,0,0
091-000-012-036,15  OVERLOOK CIR,"$572,000 ",40907,10/21/15,6,541750,"(41.92063735, -70.68331063)",5.705088944,0,1,0,0,1,1,0,0
091-000-012-047,24  OVERLOOK CIR,"$611,500 ",42214,9/9/15,6,579900,"(41.9203801, -70.68525745)",5.806514096,0,1,0,0,1,1,0,0
091-000-012-053,64  OVERLOOK CIR,"$882,700 ",40472,11/19/15,7,838500,"(41.91808815, -70.68612357)",5.893633903,0,1,0,0,1,1,0,0
091-000-012-035,9  OVERLOOK CIR,"$594,300 ",41778,8/6/15,6,574425,"(41.92033320000001, -70.68417234)",5.753529179,0,1,0,0,1,1,0,0
025-000-027-026,16  OVERLOOK RD,"$403,300 ",67043,5/1/15,4,335000,"(41.94825455, -70.65131764)",3.862388034,1,0,0,0,1,0,0,0
130-002-000B-131,119  PACKARD ST,"$251,800 ",6534,3/6/15,4,205000,"(41.76930945, -70.62976540000001)",12.28941333,0,0,0,1,1,0,0,1
077D-000-010-489,11  PAINTED COTTAGE,"$682,800 ",5815,7/1/15,4,695000,"(41.88040155, -70.60097523)",4.491305946,0,1,0,0,1,1,0,0
077D-000-010-535,17  PAINTED COTTAGE,"$709,400 ",6007,10/9/15,6,730000,"(41.88068435, -70.6008484)",4.470738594,0,1,0,0,1,1,0,0
077D-000-010-490,9  PAINTED COTTAGE,"$852,200 ",6399,3/20/15,5,189800,"(41.8802712, -70.60106236)",4.50119822,0,1,0,0,1,1,0,0
096-000-019-101,61  PALMER RD,"$269,100 ",13504,12/23/15,4,268000,"(41.918048299999995, -70.69264406)",6.216709833,0,1,0,0,1,1,0,0
048-049-174-000,51  PARK AV,"$326,300 ",15085,7/28/15,4,317000,"(41.90591985, -70.55041031)",2.889650166,1,0,0,0,1,0,0,0
048-049-104-002,7  PARK AV,"$373,000 ",15037,6/5/15,6,339000,"(41.90523445, -70.5505182)",2.928951924,1,0,0,0,1,0,0,0
121-000-007-060,52  PAULETTE TERR,"$423,000 ",134561,7/28/15,5,369900,"(41.81894085, -70.59932845)",8.63444378,0,0,1,0,1,0,1,0
054-000-010-016,48  PAWTUXET RD,"$351,200 ",24354,6/24/15,5,335000,"(41.81225085, -70.54532363)",9.161000427,0,0,1,0,1,0,1,0
054-000-010-063,84  PAWTUXET RD,"$211,400 ",13939,4/23/15,3,100000,"(41.81252644, -70.5423386)",9.170786936,0,0,1,0,1,0,1,0
122-010P-979-000,105  PERSEVERANCE PATH,"$441,300 ",30017,11/20/15,6,430000,"(41.82533191, -70.57868657)",8.114766187,0,0,1,0,1,0,1,0
122-010P-983-000,108  PERSEVERANCE PATH,"$428,300 ",35680,3/6/15,6,395000,"(41.82270965, -70.57832826)",8.295521331,0,0,1,0,1,0,1,0
122-000-005-074,22  PERSEVERANCE PATH,"$462,400 ",27404,6/29/15,6,435000,"(41.8272318, -70.58198228)",7.987644258,0,1,0,0,1,1,0,0
122-000-005-051,7  PERSEVERANCE PATH,"$456,400 ",27404,11/19/15,6,415000,"(41.826173299999994, -70.58280392)",8.062198688,0,0,1,0,1,0,1,0
122-010P-1067-000,10  PERSISTENCE COVE,"$415,800 ",37858,9/18/15,6,425000,"(41.82355855, -70.58430428)",8.245840943,0,0,1,0,1,0,1,0
108-000-010-051,33  PETER RD,"$351,300 ",28710,9/21/15,5,325000,"(41.92581206, -70.74459519)",8.732308011,0,0,1,0,1,0,1,0
108-000-010-095,61  PETER RD,"$349,000 ",20434,2/13/15,5,320000,"(41.922339, -70.74478939)",8.778006301,0,0,1,0,1,0,1,0
108-000-010-089,64  PETER RD,"$344,800 ",20434,10/30/15,6,310000,"(41.92191225, -70.74550014)",8.818973571,0,0,1,0,1,0,1,0
121-000-005-402,10  PHEASANT AV,"$193,700 ",14810,10/30/15,3,150000,"(41.818571399999996, -70.60252888)",8.683496365,0,0,1,0,1,0,1,0
121-000-005-361,27  PHEASANT AV,"$258,300 ",15246,8/28/15,4,263000,"(41.81676885, -70.59967333)",8.785377287,0,0,1,0,1,0,1,0
106-000-001-246,16  PHINNEY LN,"$320,800 ",30453,4/1/15,5,197000,"(41.927084, -70.71384694)",7.151450764,0,1,0,0,1,1,0,0
106-000-019-003,30  PINEWOOD RD,"$318,200 ",51362,4/21/15,5,290000,"(41.92937885, -70.7298662)",7.948012495,0,1,0,0,1,1,0,0
122-009-1310-000,54  PIONEER TRAIL,"$455,600 ",23919,1/30/15,6,405000,"(41.82346075, -70.58058503)",8.245693501,0,0,1,0,1,0,1,0
050-000-038-029,11  PLACID BAY DR,"$350,800 ",30017,6/22/15,5,328000,"(41.86654225, -70.54103985)",5.581459107,0,1,0,0,1,1,0,0
095-000-036-144,13  PLANTATION RD,"$368,700 ",19998,5/27/15,4,360000,"(41.92625811, -70.70712635)",6.818791404,0,1,0,0,1,1,0,0
050-000-038-016,15  PLEASANT HARBOUR RD,"$456,800 ",60074,4/3/15,6,395000,"(41.86421345, -70.53978276)",5.754580579,0,1,0,0,1,1,0,0
104-000-017A-007,234  PLYMPTON RD,"$283,300 ",29582,7/10/15,4,275000,"(41.94531235, -70.72638166)",7.714308632,0,1,0,0,1,1,0,0
056-000-079F-000,4  POKANOKET RD,"$332,900 ",12632,9/22/15,4,230000,"(41.8067265, -70.56767538)",9.409702959,0,0,1,0,1,0,1,0
048-000-043-002,22  PRESIDENTS LN,"$279,300 ",17960,6/15/15,5,278000,"(41.912051899999994, -70.55888216)",2.318646916,1,0,0,0,1,0,0,0
044-006-160-000,21  PRISCILLA BCH RD,"$726,300 ",5663,11/3/15,6,729900,"(41.935085, -70.56495967)",0.810506433,1,0,0,0,1,0,0,0
044-006-047-000,47  PRISCILLA BCH RD,"$360,400 ",9148,7/22/15,5,340000,"(41.93346545, -70.56317005)",0.953986804,1,0,0,0,1,0,0,0
044-006-575-000,52  PRISCILLA BCH RD,"$1,174,900 ",25226,11/17/15,6,1200000,"(41.93397555, -70.56209123)",0.972670475,1,0,0,0,1,0,0,0
049-002-001-000,35  PROVINCETOWN VIEW RD,"$689,400 ",7349,10/28/15,4,420000,"(41.89591515, -70.53863241)",3.790214996,1,0,0,0,1,0,0,0
049-002-008-000,53  PROVINCETOWN VIEW RD,"$503,100 ",6098,10/30/15,4,385000,"(41.89685655, -70.53945289)",3.712726056,1,0,0,0,1,0,0,0
005-000-112D-000,1  PURITAN PL,"$242,600 ",4948,11/5/15,4,223000,"(41.97553245, -70.68742326)",6.1323435,0,1,0,0,1,1,0,0
061-000-014-013,67  QUAIL RUN,"$492,200 ",74884,10/30/15,5,479000,"(41.841709, -70.56303324)",7.019312589,0,1,0,0,1,1,0,0
123-001P-1130-000,305  RAYMOND RD,"$270,100 ",27404,6/26/15,5,277000,"(41.81317815, -70.5900083)",8.979194146,0,0,1,0,1,0,1,0
122-010P-1031-000,383  RAYMOND RD,"$417,700 ",27404,3/25/15,6,387000,"(41.8159554, -70.58508485)",8.771912062,0,0,1,0,1,0,1,0
078D-000-016-551,20  RED LEAF,"$503,200 ",6782,6/29/15,5,470000,"(41.880312599999996, -70.584175)",4.33672886,0,1,0,0,1,1,0,0
078D-000-016-560,27  RED LEAF,"$509,200 ",8237,3/30/15,5,479995,"(41.8803097, -70.58459611)",4.338911043,0,1,0,0,1,1,0,0
078D-000-016-558,31  RED LEAF,"$433,200 ",6016,3/20/15,4,424995,"(41.88050865, -70.58388106)",4.321927524,0,1,0,0,1,1,0,0
078D-000-016-555,34  RED LEAF,"$412,600 ",7026,3/11/15,4,399995,"(41.8809373, -70.58425742)",4.294169876,0,1,0,0,1,1,0,0
054-000-010A-077,22  REMINGTON LN,"$356,000 ",18295,4/27/15,3,313400,"(41.80954815, -70.54538268)",9.34413175,0,0,1,0,1,0,1,0
117-000-004-071,12  RIVER BIRCH WAY,"$507,100 ",15956,11/3/15,5,457963,"(41.828376899999995, -70.62467902)",8.282239658,0,0,1,0,1,0,1,0
117-000-004-070,14  RIVER BIRCH WAY,"$516,400 ",15211,8/24/15,5,476197,"(41.82863695, -70.62460155)",8.263916825,0,0,1,0,1,0,1,0
117-000-004-069,16  RIVER BIRCH WAY,"$665,700 ",18361,11/13/15,6,633076,"(41.8287179, -70.62436102)",8.254882958,0,0,1,0,1,0,1,0
